questionId,subject,section,topicGroup,atomicTopic,atomicTopicZh,contentDomain,topicWeight,officialSkill,skillWeight,questionType,passageId,passageTitle,passageType,passageText,passageWordCount,questionText,choice1,choice2,choice3,choice4,answer,answerChoicePosition,answerExplanation,scoringRubric,difficulty,estimatedTimeSeconds,pictureKey,audioKey,assetRequirement,sourceOutlineUrl,officialReferenceUrl,courseReferenceUrl,frameworkVersion,authoringNote,maximumRawPoints,reviewStatus,itemOrigin
APCBC-038-11,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Justify Reasoning and Solutions,MCQ 10%–20%; FRQ 35%–60%,Multiple Choice,APCBC-038-11-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 11,Student solution,"Original mathematical practice record APCBC-038-11. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 7. One output is 12, a reported rate is 4.3, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which reasoning best supports the conclusion in “AP Calculus BC — Vector-Valued Motion — Practice Record 11”?,"Differentiability and Continuity: Differentiability implies continuity, but corners, cusps, vertical tangents, discontinuities, and unequal one-sided derivatives can prevent differentiability.","Interpreting Derivatives in Context: A contextual derivative must identify the rate, input, units, and meaning at the specified instant rather than report only a number.","Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.","Optimization and Curve Analysis: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis.",C,3,"Choice C is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,95,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-12,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Communicate Results and Solutions,"FRQ only, 10%–25%",Multiple Choice,APCBC-038-12-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 12,Calculator-output description,"Original mathematical practice record APCBC-038-12. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 10. One output is 17, a reported rate is 5, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which written response is mathematically precise in “AP Calculus BC — Vector-Valued Motion — Practice Record 12”?,"Basic Derivative Rules: Constant, power, sum, product, and quotient rules determine derivatives efficiently while preserving the structure of the original function.","Related Rates: Related-rates problems differentiate a constraint connecting changing quantities, then substitute simultaneous values and known rates.","Riemann Sums: Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths.","Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.",D,4,"Choice D is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Hard,110,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-13,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Multiple Choice,APCBC-038-13-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 13,Analytical representation,"Original mathematical practice record APCBC-038-13. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 4. One output is 5, a reported rate is 5.7, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which procedure or value is mathematically consistent in “AP Calculus BC — Vector-Valued Motion — Practice Record 13”?,"Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.","Higher-Order Derivatives: Successive derivatives describe changing rates, such as velocity from position and acceleration from velocity, with units changing at each differentiation.","Particle Motion: Position, velocity, speed, and acceleration are connected through derivatives, and direction changes occur when velocity changes sign.","Definite Integrals and the Fundamental Theorem: The Fundamental Theorem connects accumulation, antiderivatives, and net change and provides methods to evaluate definite integrals.",A,1,"Choice A is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Easy,70,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-14,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Multiple Choice,APCBC-038-14-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 14,Table description,"Original mathematical practice record APCBC-038-14. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 7. One output is 10, a reported rate is 6.4, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which relationship connects the verbal and symbolic information in “AP Calculus BC — Vector-Valued Motion — Practice Record 14”?,Chain Rule: The derivative of a composite function multiplies the derivative of the outer function evaluated at the inner function by the inner derivative.,"Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.","Local Linearity and L'Hospital's Rule: A differentiable function is locally approximated by its tangent line, while eligible indeterminate quotients may be evaluated by comparing derivatives.","Antiderivatives and Substitution: Antiderivatives reverse differentiation, and substitution recognizes a composite integrand paired with an inner derivative.",B,2,"Choice B is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,85,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-15,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Justify Reasoning and Solutions,MCQ 10%–20%; FRQ 35%–60%,Multiple Choice,APCBC-038-15-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 15,Graph description,"Original mathematical practice record APCBC-038-15. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 10. One output is 15, a reported rate is 7.1, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which reasoning best supports the conclusion in “AP Calculus BC — Vector-Valued Motion — Practice Record 15”?,"Implicit Differentiation: When variables are related implicitly, differentiating both sides with respect to the independent variable introduces derivative factors for dependent-variable terms.",Mean Value and Extreme Value Theorems: Theorems guarantee extrema or a derivative equal to an average rate only when their continuity and differentiability hypotheses are satisfied.,"Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.","Numerical Integration and Error Direction: Trapezoidal and midpoint approximations use tabular data, and concavity or monotonicity can determine likely over- or underestimation.",C,3,"Choice C is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,95,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-16,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Communicate Results and Solutions,"FRQ only, 10%–25%",Multiple Choice,APCBC-038-16-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 16,Contextual model,"Original mathematical practice record APCBC-038-16. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 4. One output is 20, a reported rate is 7.8, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which written response is mathematically precise in “AP Calculus BC — Vector-Valued Motion — Practice Record 16”?,Derivatives of Inverse Functions: The derivative of an inverse at an output is the reciprocal of the original derivative at the corresponding input when that derivative is nonzero.,"Increasing, Decreasing, and Critical Points: The sign of the first derivative determines intervals of increase and decrease and helps classify local extrema at critical points.","Integration by Parts and Partial Fractions: Integration by parts reverses the product rule, while partial fractions decomposes rational functions into simpler integrable terms.","Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.",D,4,"Choice D is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Hard,110,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-17,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Multiple Choice,APCBC-038-17-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 17,Student solution,"Original mathematical practice record APCBC-038-17. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 7. One output is 8, a reported rate is 2.4, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which procedure or value is mathematically consistent in “AP Calculus BC — Vector-Valued Motion — Practice Record 17”?,"Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.","Exponential, Logarithmic, and Inverse Trigonometric Derivatives: Standard derivatives for exponential, logarithmic, and inverse trigonometric functions combine with product, quotient, and chain rules.","Concavity and Inflection Points: The sign of the second derivative determines concavity, and an inflection point requires an actual change in concavity.",Improper Integrals: An improper integral is defined by a limit at an infinite bound or unbounded integrand and converges only when that limit is finite.,A,1,"Choice A is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Easy,70,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-18,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Multiple Choice,APCBC-038-18-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 18,Calculator-output description,"Original mathematical practice record APCBC-038-18. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 10. One output is 13, a reported rate is 3.1, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which relationship connects the verbal and symbolic information in “AP Calculus BC — Vector-Valued Motion — Practice Record 18”?,"Interpreting Derivatives in Context: A contextual derivative must identify the rate, input, units, and meaning at the specified instant rather than report only a number.","Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.","Optimization and Curve Analysis: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis.","Slope Fields and Solution Curves: A slope field displays the derivative prescribed at each point, and solution curves must follow those local slopes without crossing incompatible directions.",B,2,"Choice B is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,85,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-19,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Justify Reasoning and Solutions,MCQ 10%–20%; FRQ 35%–60%,Multiple Choice,APCBC-038-19-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 19,Analytical representation,"Original mathematical practice record APCBC-038-19. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 4. One output is 18, a reported rate is 3.8, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which reasoning best supports the conclusion in “AP Calculus BC — Vector-Valued Motion — Practice Record 19”?,"Related Rates: Related-rates problems differentiate a constraint connecting changing quantities, then substitute simultaneous values and known rates.","Riemann Sums: Left, right, midpoint, and general Riemann sums approximate accumulated change by adding products of values and subinterval widths.","Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.","Separable Differential Equations: A separable equation can be rearranged into single-variable factors, integrated, and combined with an initial condition to determine a particular solution.",C,3,"Choice C is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,95,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-20,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Communicate Results and Solutions,"FRQ only, 10%–25%",Multiple Choice,APCBC-038-20-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 20,Table description,"Original mathematical practice record APCBC-038-20. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 7. One output is 6, a reported rate is 4.5, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which written response is mathematically precise in “AP Calculus BC — Vector-Valued Motion — Practice Record 20”?,"Particle Motion: Position, velocity, speed, and acceleration are connected through derivatives, and direction changes occur when velocity changes sign.","Definite Integrals and the Fundamental Theorem: The Fundamental Theorem connects accumulation, antiderivatives, and net change and provides methods to evaluate definite integrals.","Initial Conditions and Euler's Method: An initial condition selects one solution from a family, and Euler's method advances by repeatedly using slope times step size.","Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.",D,4,"Choice D is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Hard,110,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-21,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Multiple Choice,APCBC-038-21-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 21,Graph description,"Original mathematical practice record APCBC-038-21. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 10. One output is 11, a reported rate is 5.2, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which procedure or value is mathematically consistent in “AP Calculus BC — Vector-Valued Motion — Practice Record 21”?,"Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.","Local Linearity and L'Hospital's Rule: A differentiable function is locally approximated by its tangent line, while eligible indeterminate quotients may be evaluated by comparing derivatives.","Antiderivatives and Substitution: Antiderivatives reverse differentiation, and substitution recognizes a composite integrand paired with an inner derivative.","Exponential Growth and Decay: When a rate of change is proportional to the current amount, the solution is exponential and its constant is determined by contextual data.",A,1,"Choice A is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Easy,70,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-22,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Multiple Choice,APCBC-038-22-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 22,Contextual model,"Original mathematical practice record APCBC-038-22. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 4. One output is 16, a reported rate is 5.9, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which relationship connects the verbal and symbolic information in “AP Calculus BC — Vector-Valued Motion — Practice Record 22”?,Mean Value and Extreme Value Theorems: Theorems guarantee extrema or a derivative equal to an average rate only when their continuity and differentiability hypotheses are satisfied.,"Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.","Numerical Integration and Error Direction: Trapezoidal and midpoint approximations use tabular data, and concavity or monotonicity can determine likely over- or underestimation.","Logistic Differential Equations: Logistic growth includes a carrying capacity, has maximum growth at half that capacity, and approaches equilibrium rather than increasing without bound.",B,2,"Choice B is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,85,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-23,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Justify Reasoning and Solutions,MCQ 10%–20%; FRQ 35%–60%,Multiple Choice,APCBC-038-23-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 23,Student solution,"Original mathematical practice record APCBC-038-23. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 7. One output is 21, a reported rate is 6.6, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which reasoning best supports the conclusion in “AP Calculus BC — Vector-Valued Motion — Practice Record 23”?,"Increasing, Decreasing, and Critical Points: The sign of the first derivative determines intervals of increase and decrease and helps classify local extrema at critical points.","Integration by Parts and Partial Fractions: Integration by parts reverses the product rule, while partial fractions decomposes rational functions into simpler integrable terms.","Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.","Average Value and Net Change: The average value of a function divides its integral by interval length, while net change integrates a rate with signs preserved.",C,3,"Choice C is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Medium,95,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-038-24,AP Calculus BC,AP Math and Computer Science,"Unit 9: Parametric Equations, Polar Coordinates, and Vector-Valued Functions",Vector-Valued Motion,向量值运动,Calculus BC,10%–15%,Communicate Results and Solutions,"FRQ only, 10%–25%",Multiple Choice,APCBC-038-24-SRC,AP Calculus BC — Vector-Valued Motion — Practice Record 24,Calculator-output description,"Original mathematical practice record APCBC-038-24. A function-based model involving Vector-Valued Motion is represented analytically and by a table near input x = 10. One output is 9, a reported rate is 7.3, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",62,Which written response is mathematically precise in “AP Calculus BC — Vector-Valued Motion — Practice Record 24”?,"Concavity and Inflection Points: The sign of the second derivative determines concavity, and an inflection point requires an actual change in concavity.",Improper Integrals: An improper integral is defined by a limit at an infinite bound or unbounded integrand and converges only when that limit is finite.,Area Between Curves: Area between curves integrates top minus bottom or right minus left after locating relevant intersections and interval changes.,"Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.",D,4,"Choice D is best because Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Hard,110,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
