id,section,reporting_category,content_domain,topic_group,atomic_topic_zh,atomic_topic_en,title,strategy_name,video_url,cover_url
APMCS-APCSP-012,AP Computer Science Principles,Responsible Computing,Computer Science Principles,Big Idea 3: Algorithms and Programming,过程、参数与返回值,"Procedures, Parameters, and Return Values",Design Procedure to Generalize Inputs and Return Result,Define-Input-Return,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-012/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-012/cover.png
APMCS-APCSP-013,AP Computer Science Principles,Computational Solution Design,Computer Science Principles,Big Idea 3: Algorithms and Programming,列表与数据抽象,Lists and Data Abstraction,Traverse List to Compute Batches and Leftover,Sum-then-split,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-013/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-013/cover.png
APMCS-APCSP-014,AP Computer Science Principles,Algorithms and Program Development,Computer Science Principles,Big Idea 3: Algorithms and Programming,算法分析与合理时间,Algorithm Analysis and Reasonable Time,Classify Runtime Growth to Pick Efficient Procedure,Growth-class compare,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-014/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-014/cover.png
APMCS-APCSP-015,AP Computer Science Principles,Abstraction in Program Development,Computer Science Principles,Big Idea 3: Algorithms and Programming,模拟与随机性,Simulations and Randomness,Run Random Trials to Estimate Probability,Model-Run-Repeat,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-015/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-015/cover.png
APMCS-APCSP-016,AP Computer Science Principles,Code Analysis,Computer Science Principles,Big Idea 4: Computer Systems and Networks,互联网协议与分组路由,Internet Protocols and Packet Routing,Trace Next Hops to Explain Rerouting,Route by protocol,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-016/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-016/cover.png
APMCS-APCSP-017,AP Computer Science Principles,Computing Innovations,Computer Science Principles,Big Idea 4: Computer Systems and Networks,容错与冗余,Fault Tolerance and Redundancy,Model Failover to Quantify System Availability,Redundancy math check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-017/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-017/cover.png
APMCS-APCSP-018,AP Computer Science Principles,Responsible Computing,Computer Science Principles,Big Idea 4: Computer Systems and Networks,并行与分布式计算,Parallel and Distributed Computing,Quantify Compute and Communication to Decide Architecture,Cost then Split,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-018/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-018/cover.png
APMCS-APCSP-019,AP Computer Science Principles,Computational Solution Design,Computer Science Principles,Big Idea 4: Computer Systems and Networks,网络安全威胁与防御,Cybersecurity Threats and Defenses,Map Threat Surfaces to Minimal Controls,See Shield Verify,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-019/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-019/cover.png
APMCS-APCSP-020,AP Computer Science Principles,Algorithms and Program Development,Computer Science Principles,Big Idea 4: Computer Systems and Networks,分层系统与抽象,Layered Systems and Abstraction,Match Operations to Lowest Layer Needed,Layer Map Walkthrough,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-020/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-020/cover.png
APMCS-APCSP-021,AP Computer Science Principles,Abstraction in Program Development,Computer Science Principles,Big Idea 5: Impact of Computing,计算创新的利弊,Beneficial and Harmful Effects,Scan Stakeholders to Pair Effects and Mitigations,Stakeholder scan,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-021/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-021/cover.png
APMCS-APCSP-022,AP Computer Science Principles,Code Analysis,Computer Science Principles,Big Idea 5: Impact of Computing,算法偏见与数据局限,Algorithmic Bias and Data Limitations,Check Data and Objectives to Mitigate Bias,Data-Objective-Context,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-022/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-022/cover.png
APMCS-APCSP-023,AP Computer Science Principles,Computing Innovations,Computer Science Principles,Big Idea 5: Impact of Computing,隐私、安全与数据持久性,"Privacy, Security, and Data Permanence",Trace Data Paths to Reduce Reidentification Risk,Trace–Assess–Limit,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-023/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-023/cover.png
APMCS-APCSP-024,AP Computer Science Principles,Responsible Computing,Computer Science Principles,Big Idea 5: Impact of Computing,数字鸿沟与无障碍,Digital Divide and Accessibility,Map and Count Beneficiaries to Prioritize Design,Count who benefits,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-024/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-024/cover.png
APMCS-APCSP-025,AP Computer Science Principles,Computational Solution Design,Computer Science Principles,Big Idea 5: Impact of Computing,知识产权与开放获取,Intellectual Property and Open Access,Extract License Obligations to Publish Legally,License-Attribution Match,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-025/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APCSP-025/cover.png
APMCS-APPRE-001,AP Precalculus,Procedural and Symbolic Fluency,Precalculus,Unit 1: Polynomial and Rational Functions,函数表征与变化率,Function representations and average rate of change,Compute Difference Quotient to Find Average Rate,Slope by difference,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-001/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-001/cover.png
APMCS-APPRE-002,AP Precalculus,Multiple Representations,Precalculus,Unit 1: Polynomial and Rational Functions,多项式零点与重数,Polynomial Zeros and Multiplicity,Classify Zero Multiplicity to Predict Intercepts,Even-odd touch-cross,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-002/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-002/cover.png
APMCS-APPRE-003,AP Precalculus,Communication and Reasoning,Precalculus,Unit 1: Polynomial and Rational Functions,多项式端行为,Polynomial End Behavior,Match Leading Term to Polynomial End Behavior,Sign-parity check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-003/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-003/cover.png
APMCS-APPRE-004,AP Precalculus,Procedural and Symbolic Fluency,Precalculus,Unit 1: Polynomial and Rational Functions,有理函数的零点、空点与渐近线,"Rational Zeros, Holes, and Asymptotes",Factor Cancel Compare to Find Intercepts and Asymptotes,Factor-cancel-compare,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-004/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-004/cover.png
APMCS-APPRE-005,AP Precalculus,Multiple Representations,Precalculus,Unit 1: Polynomial and Rational Functions,函数变换,Function Transformations,Map Inside Outside to Predict Graph Transformations,Inside-outside map,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-005/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-005/cover.png
APMCS-APPRE-006,AP Precalculus,Communication and Reasoning,Precalculus,Unit 1: Polynomial and Rational Functions,函数复合,Function Composition,Compose Functions to Enforce Domain Constraints,Inside-then-Outside,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-006/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-006/cover.png
APMCS-APPRE-007,AP Precalculus,Procedural and Symbolic Fluency,Precalculus,Unit 1: Polynomial and Rational Functions,反函数,Inverse Functions,Confirm One-to-One Then Solve Inverse,Swap-and-solve inverse,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-007/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-007/cover.png
APMCS-APPRE-008,AP Precalculus,Multiple Representations,Precalculus,Unit 1: Polynomial and Rational Functions,多项式与有理函数建模,Polynomial and Rational Modeling,Match Features to Select Rational or Polynomial Model,Match-features test,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-008/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-008/cover.png
APMCS-APPRE-009,AP Precalculus,Communication and Reasoning,Precalculus,Unit 2: Exponential and Logarithmic Functions,等比变化与指数模型,Geometric Change and Exponential Models,Check Ratios to Build Exponential Model,Ratio-then-Base,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-009/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-009/cover.png
APMCS-APPRE-010,AP Precalculus,Procedural and Symbolic Fluency,Precalculus,Unit 2: Exponential and Logarithmic Functions,对数作为反函数,Logarithms as Inverses,Switch to Log Form to Solve Exponentials,Exponent-to-log switch,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-010/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-010/cover.png
APMCS-APPRE-011,AP Precalculus,Multiple Representations,Precalculus,Unit 2: Exponential and Logarithmic Functions,对数性质,Logarithm Properties,Split and Combine Logs to Simplify,Split and Combine Logs,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-011/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-011/cover.png
APMCS-APPRE-012,AP Precalculus,Communication and Reasoning,Precalculus,Unit 2: Exponential and Logarithmic Functions,指数与对数方程,Exponential and Logarithmic Equations,Combine Logs to Solve and Validate,Log-Combine and Check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-012/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-012/cover.png
APMCS-APPRE-013,AP Precalculus,Procedural and Symbolic Fluency,Precalculus,Unit 2: Exponential and Logarithmic Functions,复利与重复增长,Compound Interest and Repeated Growth,Compute Growth Factor to Compare Balances,Match-and-Compare,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-013/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-013/cover.png
APMCS-APPRE-014,AP Precalculus,Multiple Representations,Precalculus,Unit 2: Exponential and Logarithmic Functions,倍增时间与半衰期,Doubling Time and Half-Life,Compute k to Find Doubling or Half-Life,Log-Ratio Time,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-014/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-014/cover.png
APMCS-APPRE-015,AP Precalculus,Communication and Reasoning,Precalculus,Unit 2: Exponential and Logarithmic Functions,指数模型评估,Exponential Model Assessment,Compare Ratios and Residuals to Validate Exponential Model,Ratio-Log-Residual check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-015/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-015/cover.png
APMCS-APPRE-016,AP Precalculus,Procedural and Symbolic Fluency,Precalculus,Unit 3: Trigonometric and Polar Functions,弧度与单位圆,Radians and the Unit Circle,Compute Angle from Arc to Read Coordinates,Arc to coordinates,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-016/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-016/cover.png
APMCS-APPRE-017,AP Precalculus,Multiple Representations,Precalculus,Unit 3: Trigonometric and Polar Functions,正弦与余弦图像,Sine and Cosine Graphs,Match Four Features to Model Sinusoids,Four-feature match,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-017/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-017/cover.png
APMCS-APPRE-018,AP Precalculus,Communication and Reasoning,Precalculus,Unit 3: Trigonometric and Polar Functions,正切与其他三角函数,Tangent and other trigonometric functions,Rewrite Tangent to Locate Zeros and Asymptotes,Sine-over-cosine map,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-018/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-018/cover.png
APMCS-APPRE-019,AP Precalculus,Procedural and Symbolic Fluency,Precalculus,Unit 3: Trigonometric and Polar Functions,三角恒等式,Trigonometric Identities,Rewrite Tan and Sec then Simplify,Identity Swap and Check,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-019/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-019/cover.png
APMCS-APPRE-020,AP Precalculus,Multiple Representations,Precalculus,Unit 3: Trigonometric and Polar Functions,三角方程,Trigonometric Equations,Normalize Trig Equation to Generate Interval Solutions,Reference-family filter,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-020/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-020/cover.png
APMCS-APPRE-021,AP Precalculus,Communication and Reasoning,Precalculus,Unit 3: Trigonometric and Polar Functions,周期建模,Periodic Modeling from extrema,Use Extrema to Write Sinusoidal Model,Extrema to Model,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-021/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-021/cover.png
APMCS-APPRE-022,AP Precalculus,Procedural and Symbolic Fluency,Precalculus,Unit 3: Trigonometric and Polar Functions,极坐标,Polar Coordinates,Flip Angle and Compute Rectangular Coordinates,flip-and-convert,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-022/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-022/cover.png
APMCS-APPRE-023,AP Precalculus,Multiple Representations,Precalculus,Unit 3: Trigonometric and Polar Functions,极坐标函数图像,Polar Function Graphs,Test Zeros and Symmetry to Sketch Polar Curves,Test-zeros-sign,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-023/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-023/cover.png
APMCS-APPRE-024,AP Precalculus,Communication and Reasoning,Precalculus,"Unit 4: Functions Involving Parameters, Vectors, and Matrices",参数函数,Parametric Functions,Differentiate and Eliminate to Determine Slope and Curve,Differentiate-Then-Eliminate,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-024/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-024/cover.png
APMCS-APPRE-025,AP Precalculus,Procedural and Symbolic Fluency,Precalculus,"Unit 4: Functions Involving Parameters, Vectors, and Matrices",向量与向量运算,Vectors and Vector Operations,Add Components to Compute Resultant Magnitude,Component Add-then-Norm,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-025/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-025/cover.png
APMCS-APPRE-026,AP Precalculus,Multiple Representations,Precalculus,"Unit 4: Functions Involving Parameters, Vectors, and Matrices",矩阵与变换,Matrices and Transformations,Order Matrices to Compose Transformations Correctly,Order then multiply,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-026/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-026/cover.png
APMCS-APPRE-027,AP Precalculus,Communication and Reasoning,Precalculus,"Unit 4: Functions Involving Parameters, Vectors, and Matrices",用矩阵求解方程组,Systems with Matrices,Identify Pivots and Parameterize Solution Set,Pivot-and-decide,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-027/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-027/cover.png
APMCS-APPRE-028,AP Precalculus,Procedural and Symbolic Fluency,Precalculus,"Unit 4: Functions Involving Parameters, Vectors, and Matrices",参数化建模,Parameterized Modeling,Classify Parameter Role to Predict Transformations,Parameter role scan,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-028/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APPRE-028/cover.png
APMCS-APSTAT-001,AP Statistics,Formulate Questions,Statistics,Unit 1: Exploring One-Variable Data and Collecting Data,单变量数据图表,Displays of One-Variable Data,Build Scaled Displays to Describe Distribution,Scan-Summarize-Show,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-001/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-001/cover.png
APMCS-APSTAT-002,AP Statistics,Collect Data,Statistics,Unit 1: Exploring One-Variable Data and Collecting Data,中心与离散程度,Measures of Center and Spread,Check Outliers to Choose Center and Spread,Resistant-first summary,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-002/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-002/cover.png
APMCS-APSTAT-003,AP Statistics,Analyze Data,Statistics,Unit 1: Exploring One-Variable Data and Collecting Data,百分位数、z分数与相对位置,Percentiles and z-scores for relative position,Compute z-score to Find Percentile,Standardize then interpret,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-003/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-003/cover.png
APMCS-APSTAT-004,AP Statistics,Interpret Results,Statistics,Unit 1: Exploring One-Variable Data and Collecting Data,比较分布,Comparing Distributions,Compare Distributions using Shape Center and Spread,Shape Center Spread,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-004/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-004/cover.png
APMCS-APSTAT-005,AP Statistics,Formulate Questions,Statistics,Unit 1: Exploring One-Variable Data and Collecting Data,抽样方法与偏差,Sampling Methods and Bias,Scan Sampling Frame to Predict Bias Direction,Bias scan and fix,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-005/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-005/cover.png
APMCS-APSTAT-006,AP Statistics,Collect Data,Statistics,Unit 1: Exploring One-Variable Data and Collecting Data,实验设计与随机分配,Experimental Design and Random Assignment,Block and Randomize to Support Causal Claims,Block-Random-Control,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-006/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-006/cover.png
APMCS-APSTAT-007,AP Statistics,Analyze Data,Statistics,Unit 1: Exploring One-Variable Data and Collecting Data,伦理与推断范围,Ethics and Scope of Inference,Mark Randomization to Justify Causation and Generalization,Scope-then-ethics,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-007/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-007/cover.png
APMCS-APSTAT-008,AP Statistics,Interpret Results,Statistics,"Unit 2: Probability, Random Variables, and Probability Distributions",概率规则,Probability Rules,Combine Event Probabilities using Overlap and Complement,Overlap or complement,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-008/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-008/cover.png
APMCS-APSTAT-009,AP Statistics,Formulate Questions,Statistics,"Unit 2: Probability, Random Variables, and Probability Distributions",条件概率与独立性,Conditional Probability and Independence,Compute Conditional Probability to Judge Independence,Condition-Compare-Conclude,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-009/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-009/cover.png
APMCS-APSTAT-010,AP Statistics,Collect Data,Statistics,"Unit 2: Probability, Random Variables, and Probability Distributions",离散随机变量,Discrete Random Variables,Verify Probabilities Compute and Interpret Expected Value,Check-Weight-Interpret,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-010/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-010/cover.png
APMCS-APSTAT-011,AP Statistics,Analyze Data,Statistics,"Unit 2: Probability, Random Variables, and Probability Distributions",随机变量的变换与组合,Transforming and Combining Random Variables,Combine Random Variables to Compute Mean and SD,Variance-first combine,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-011/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-011/cover.png
APMCS-APSTAT-012,AP Statistics,Interpret Results,Statistics,"Unit 2: Probability, Random Variables, and Probability Distributions",二项与几何分布,Binomial vs geometric choice and probability,Select Binomial or Geometric to Compute Probabilities,Model then Multiply,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-012/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-012/cover.png
APMCS-APSTAT-013,AP Statistics,Formulate Questions,Statistics,"Unit 2: Probability, Random Variables, and Probability Distributions",正态分布,Normal distributions: percentiles and cutoffs,Convert Percentile to Find Normal Cutoff,Percentile-to-cutoff,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-013/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-013/cover.png
APMCS-APSTAT-014,AP Statistics,Collect Data,Statistics,"Unit 2: Probability, Random Variables, and Probability Distributions",抽样分布与模拟,Sampling Distributions and Simulation,Mirror Random Process to Predict Sampling Distribution,Mirror-Repeat-Measure,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-014/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-014/cover.png
APMCS-APSTAT-015,AP Statistics,Analyze Data,Statistics,Unit 3: Inference for Categorical Data—Proportions,单比例置信区间,One-Proportion Confidence Intervals,Verify Conditions and Compute One-Proportion Interval,Count-Check-Compute,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-015/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-015/cover.png
APMCS-APSTAT-016,AP Statistics,Interpret Results,Statistics,Unit 3: Inference for Categorical Data—Proportions,单比例显著性检验,One-Proportion Significance Tests,Compute One-Proportion z and Conclude,State-Z-decide,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-016/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-016/cover.png
APMCS-APSTAT-017,AP Statistics,Formulate Questions,Statistics,Unit 3: Inference for Categorical Data—Proportions,双比例置信区间,Two-Proportion Confidence Intervals,Check Conditions to Construct Two-Proportion Interval,Separate then combine,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-017/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-017/cover.png
APMCS-APSTAT-018,AP Statistics,Collect Data,Statistics,Unit 3: Inference for Categorical Data—Proportions,双比例显著性检验,Two-Proportion Significance Tests,Pool Successes to Test Proportion Difference,Pool-then-test,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-018/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-018/cover.png
APMCS-APSTAT-019,AP Statistics,Analyze Data,Statistics,Unit 3: Inference for Categorical Data—Proportions,卡方拟合优度检验,Chi-Square Goodness of Fit,Calculate Chi Square to Test Fit,List-Compute-Compare,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-019/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-019/cover.png
