examQuestionId,examId,section,module,route,questionNumber,examSequence,difficulty,responseType,questionText,answer,pictureKey,contentDomain,officialSkill,teachingTopic,answerExplanation,distractorRationale,passageWordCount,estimatedTimeSeconds,autoQAScore,reviewStatus,originalQuestionId,originalMockExam,originalRoute,sourceSimilarityMax,internalSimilarityMax,qaAnswerCheck,qaBlueprintMatch,sourceOutlineUrl,authoringNote
SAT_MOCK_EXAM_2-MATH-M1-Q04,sat_mock_exam_2,Math,M1,Common,4,58,Easy,Student-Produced Response,"A club can spend at most $720. It pays a fixed reservation fee of $75 and $12 for each participant. What is the greatest possible number of participants?
Enter your answer.",53,,Algebra,Linear Inequalities in One or Two Variables,建立并解释线性约束,"The constraint is 75 + 12n ≤ 720. Thus n ≤ 53.75, so the greatest integer possible is 53.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q04,Mock B,Common,0,0.31,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q05,sat_mock_exam_2,Math,M1,Common,5,59,Easy,Multiple Choice,"The data set is 9, 11, 12, 14. What is the mean of the data set?
A) 11
B) 12.5
C) 10.5
D) 11.5",D,,Problem-Solving and Data Analysis,One-Variable Data,均值、中位数与离散程度,The sum is 46; dividing by 4 gives 11.5.,"The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q05,Mock B,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q06,sat_mock_exam_2,Math,M1,Common,6,60,Easy,Multiple Choice,"For f(x) = (x - 3)² - 9, the graph of y = f(x) has a minimum point. What is the y-coordinate of that point?
A) -9
B) 3
C) 9
D) 1",A,,Advanced Math,Nonlinear Functions,分析二次与指数函数特征,"Because the squared term is nonnegative and its coefficient is positive, the minimum occurs at x = 3 and equals -9.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q06,Mock B,Common,0.1,0.333,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q07,sat_mock_exam_2,Math,M1,Common,7,61,Medium,Multiple Choice,"x + y = 18
x - y = -2
The solution to the system is (x, y). What is the value of x?
A) 10
B) 8
C) 18
D) 2",B,,Algebra,Systems of Two Linear Equations in Two Variables,代入法与消元法求解方程组,"Adding the equations gives 2x = 16, so x = 8; substituting gives y = 10.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q07,Mock B,Common,0.4,0.538,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q08,sat_mock_exam_2,Math,M1,Common,8,62,Medium,Student-Produced Response,"A population is modeled by P(t) = 7(3)^t. What is P(4)?
Enter your answer.",567,,Advanced Math,Nonlinear Functions,分析二次与指数函数特征,Substituting t = 4 gives 7(3)^4 = 567.,Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q08,Mock B,Common,0,0.286,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q09,sat_mock_exam_2,Math,M1,Common,9,63,Medium,Multiple Choice,"7x + 9 = 65
What is the value of x?
A) 7
B) 9
C) 8
D) 56",C,,Algebra,Linear Equations in One Variable,解一元一次方程和线性情境模型,Subtracting 9 and dividing by 7 gives x = 8.,"The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q09,Mock B,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q10,sat_mock_exam_2,Math,M1,Common,10,64,Medium,Multiple Choice,"Line ℓ is graphed in the xy-plane. Which equation represents line ℓ?
A) y = -0.5x - 2
B) y = 0.5x + 2
C) y = 2x - 2
D) y = 0.5x - 2",D,https://img.justsolvely.com/followUpImage/8748c255-ebec-45e9-a818-e324f9ed5a21-1786419942094-463.webp,Algebra,Linear Equations in Two Variables,根据条件建立直线方程,"The graph has slope 0.5 and y-intercept -2, so its equation is y = 0.5x - 2.","The distractors reverse the slope, reverse the intercept, or use the reciprocal slope.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q10,Mock B,Common,0.028,0.133,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_2-MATH-M1-Q11,sat_mock_exam_2,Math,M1,Common,11,65,Medium,Multiple Choice,"x² + 2x - 15 = 0
What is the positive solution to the equation?
A) 3
B) -5
C) 5
D) 4",A,,Advanced Math,Nonlinear Equations in One Variable,求解二次及其他非线性方程,"The quadratic factors as (x - 3)(x + 5) = 0, so the positive solution is 3.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q11,Mock B,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q12,sat_mock_exam_2,Math,M1,Common,12,66,Medium,Student-Produced Response,"A right triangle has legs of lengths 7 and 24. What is the length of its hypotenuse?
Enter your answer.",25,,Geometry and Trigonometry,Right Triangles and Trigonometry,直角三角形与三角函数,"By the Pythagorean theorem, c = √(7² + 24²) = 25.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q12,Mock B,Common,0.025,0.2,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q13,sat_mock_exam_2,Math,M1,Common,13,67,Medium,Multiple Choice,"A circle is graphed in the xy-plane. Which equation represents this circle?
A) (x - 1)² + (y + 2)² = 16
B) (x + 1)² + (y - 2)² = 16
C) (x + 1)² + (y - 2)² = 4
D) (x - 2)² + (y + 1)² = 16",B,https://img.justsolvely.com/followUpImage/87b4dd1a-cad7-4128-8ef1-4304ec63c08e-1786419943547-422.webp,Geometry and Trigonometry,Circles,圆的度量与圆方程,"A circle with center (-1, 2) and radius 4 has equation (x + 1)² + (y - 2)² = 16.","The distractors reverse coordinate signs, use r instead of r², or interchange the center coordinates.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q13,Mock B,Common,0.026,0.455,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_2-MATH-M1-Q14,sat_mock_exam_2,Math,M1,Common,14,68,Medium,Student-Produced Response,"The expression x² + 10x + 16 is equivalent to (x + a)(x + b), where a and b are positive integers. What is the value of a + b?",10,,Advanced Math,Equivalent Expressions,展开、合并与因式分解,"Two positive integers with product 16 and sum 10 are 2 and 8, so a + b = 10.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q14,Mock B,Common,0.1,0.5,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q15,sat_mock_exam_2,Math,M1,Common,15,69,Medium,Multiple Choice,"Researchers want to determine whether a new tutoring method causes higher geometry scores. They randomly assign 200 volunteer students to either the new method or the standard method and use the same final assessment for both groups. Which conclusion is best supported if the new-method group scores significantly higher?
A) The method will cause the same improvement for every student in the country.
B) The method and scores are associated, but random assignment provides no evidence about causation.
C) For students like those who volunteered, the tutoring method likely caused the difference in scores.
D) The standard method necessarily lowers scores below what students would earn with no tutoring.",C,,Problem-Solving and Data Analysis,Evaluating Statistical Claims,实验设计、抽样与因果推断,"Random assignment supports a causal conclusion for participants like those in the study, but volunteer sampling limits broad generalization.","The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q15,Mock B,Common,0,0.643,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q16,sat_mock_exam_2,Math,M1,Common,16,70,Medium,Multiple Choice,"A tank initially contains 27 liters of water. Water is added at a constant rate of 7 liters per minute. How many liters of water are in the tank after 7 minutes?
A) 34
B) 49
C) 69
D) 76",D,,Algebra,Linear Functions,解释变化率与初始值,"The linear model is V = 27 + 7t. At t = 7, V = 76.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q16,Mock B,Common,0.016,0.4,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q17,sat_mock_exam_2,Math,M1,Common,17,71,Hard,Multiple Choice,"Which expression is equivalent to 2x² + 9x + 9?
A) (2x + 3)(x + 3)
B) (2x - 3)(x - 3)
C) (2x + 3)(x - 3)
D) (x + 3)(x + 6)",A,,Advanced Math,Equivalent Expressions,展开、合并与因式分解,Expanding (2x + 3)(x + 3) gives 2x² + 9x + 9.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q17,Mock B,Common,0.167,0.333,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q18,sat_mock_exam_2,Math,M1,Common,18,72,Hard,Multiple Choice,"A right circular cylinder has the dimensions shown. What is its volume, in cubic units?
A) 40π
B) 80π
C) 72π
D) 20π",B,https://img.justsolvely.com/followUpImage/1fa5c910-1d28-4f23-8a65-b48af4c87e9b-1786419945757-196.webp,Geometry and Trigonometry,Area and Volume,面积、表面积与体积,The volume is πr²h = π(4)²(5) = 80π cubic units.,The distractors use a surface-area expression or omit one factor of the radius.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q18,Mock B,Common,0.063,0.091,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_2-MATH-M1-Q19,sat_mock_exam_2,Math,M1,Common,19,73,Hard,Student-Produced Response,"x + y = 22
x - y = -4
The solution to the system is (x, y). What is the value of 2x + y?
Enter your answer.",31,,Algebra,Systems of Two Linear Equations in Two Variables,代入法与消元法求解方程组,"Adding the equations gives 2x = 18, so x = 9; substituting gives y = 13 and 2x + y = 31.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q19,Mock B,Common,0.308,0.368,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q20,sat_mock_exam_2,Math,M1,Common,20,74,Hard,Multiple Choice,"A pump transfers water at a constant rate of 15 liters per minute. How many liters does it transfer in 4 hours?
A) 60
B) 900
C) 3600
D) 3585",C,,Problem-Solving and Data Analysis,"Ratios, Rates, Proportional Relationships, and Units",比率、单位率与单位换算,"Convert 4 hours to 240 minutes, then multiply: 15 × 240 = 3600 liters.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q20,Mock B,Common,0.019,0.44,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q21,sat_mock_exam_2,Math,M1,Common,21,75,Hard,Multiple Choice,"Line k in the xy-plane passes through (3, 2) and has slope -2. Which equation defines line k?
A) y = -2x - 8
B) y = 8x - 2
C) y = 2x + 8
D) y = -2x + 8",D,,Algebra,Linear Equations in Two Variables,根据条件建立直线方程,"Substitution into y = mx + b gives b = 8, so the equation is y = -2x + 8.","The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q21,Mock B,Common,0.069,0.19,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M1-Q22,sat_mock_exam_2,Math,M1,Common,22,76,Hard,Multiple Choice,"y = x² + 2
y = 8x + 2
A solution to the system has x > 0. What is the y-coordinate of that solution?
A) 66
B) 8
C) 64
D) 67",A,,Advanced Math,Systems of Equations in Two Variables,求一次与非线性函数交点,"Equating the expressions gives x² = 8x, so the positive x-value is 8. Then y = 8² + 2 = 66.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M1-Q22,Mock B,Common,0,0.333,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M2-Q01,sat_mock_exam_2,Math,M2,Harder,1,77,Easy,Multiple Choice,"3x + 11 = 41
What is the value of x?
A) 10
B) 9
C) 11
D) 30",A,,Algebra,Linear Equations in One Variable,解一元一次方程和线性情境模型,Subtracting 11 and dividing by 3 gives x = 10.,"The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q01,Mock B,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M2-Q02,sat_mock_exam_2,Math,M2,Harder,2,78,Easy,Multiple Choice,"Using the dimensions in the figure, determine the volume of the rectangular prism, in cubic units.
A) 188
B) 168
C) 34
D) 17",B,https://img.justsolvely.com/followUpImage/9424b900-22d7-4cac-8db1-8a08874349f4-1786419947372-672.webp,Geometry and Trigonometry,Area and Volume,面积、表面积与体积,The volume is length × width × height = 7 × 4 × 6 = 168.,The distractors calculate surface area or combine the dimensions additively.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q02,Mock B,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_2-MATH-M2-Q03,sat_mock_exam_2,Math,M2,Harder,3,79,Medium,Student-Produced Response,"Line k in the xy-plane passes through (5, 18) and has slope 3. What is the y-coordinate of the point where line k crosses the y-axis?",3,,Algebra,Linear Equations in Two Variables,根据条件建立直线方程,"Using y = mx + b with (5, 18) gives 18 = 3(5) + b, so b = 3.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q03,Mock B,Harder,0.083,0.333,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M2-Q04,sat_mock_exam_2,Math,M2,Harder,4,80,Medium,Multiple Choice,"x² - 3x - 18 = 0
What is the positive solution to the equation?
A) -3
B) 3
C) 6
D) 7",C,,Advanced Math,Nonlinear Equations in One Variable,求解二次及其他非线性方程,"The quadratic factors as (x - 6)(x + 3) = 0, so the positive solution is 6.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q04,Mock B,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M2-Q05,sat_mock_exam_2,Math,M2,Harder,5,81,Medium,Multiple Choice,"For angle θ in the right triangle shown, what is the value of cos θ?
A) 4/5
B) 3/4
C) 5/3
D) 3/5",D,https://img.justsolvely.com/followUpImage/1657b9d3-dc6c-44b8-8d4c-ddc17e70fa98-1786419948525-361.webp,Geometry and Trigonometry,Right Triangles and Trigonometry,直角三角形与三角函数,"Cosine is adjacent over hypotenuse, so cos θ = 6/10 = 3/5.","The distractors use sine, compare the two legs, or invert the cosine ratio.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q05,Mock B,Harder,0.091,0.333,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_2-MATH-M2-Q06,sat_mock_exam_2,Math,M2,Harder,6,82,Medium,Student-Produced Response,"The expression x² + 15x + 54 is equivalent to (x + a)(x + b), where a and b are positive integers. What is the value of a + b?",15,,Advanced Math,Equivalent Expressions,展开、合并与因式分解,"Two positive integers with product 54 and sum 15 are 6 and 9, so a + b = 15.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q06,Mock B,Harder,0.1,0.5,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M2-Q07,sat_mock_exam_2,Math,M2,Harder,7,83,Medium,Multiple Choice,"Which statement best explains the slope of the line of best fit shown with the scatterplot?
A) For each additional unit of x, the predicted value of y increases by about 2.2.
B) The predicted value of y when x is 0 is 2.2.
C) For each additional unit of y, x changes by about 10.
D) All data points lie exactly on the line of best fit.",A,https://img.justsolvely.com/followUpImage/a8e5b9a9-bec5-49aa-a826-2b1d728ac417-1786419950076-588.webp,Problem-Solving and Data Analysis,Two-Variable Data,散点图与最佳拟合线,"The slope is about 2.2, so the predicted y-value changes by 2.2 for each 1-unit increase in x.","The distractors confuse slope with the intercept, reverse the variables, or treat a best-fit line as an exact fit.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q07,Mock B,Harder,0.161,0.023,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_2-MATH-M2-Q08,sat_mock_exam_2,Math,M2,Harder,8,84,Medium,Multiple Choice,"A table classifies workshop participants.
Group | Passed | Did not pass
Blue | 3 | 8
Red | 7 | 6

One participant who passed is selected at random. What is the probability that the participant is in the Blue group?
A) 3/24
B) 3/10
C) 11/24
D) 7/10",B,,Problem-Solving and Data Analysis,Probability and Conditional Probability,简单概率与条件概率,"Among the 10 participants who passed, 3 are in Blue, so the conditional probability is 3/10.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q08,Mock B,Harder,0,0.481,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M2-Q09,sat_mock_exam_2,Math,M2,Harder,9,85,Medium,Multiple Choice,"A club can spend at most $540. It pays a fixed reservation fee of $60 and $21 for each participant. What is the greatest possible number of participants?
A) 21
B) 23
C) 22
D) 25",C,,Algebra,Linear Inequalities in One or Two Variables,建立并解释线性约束,"The constraint is 60 + 21n ≤ 540. Thus n ≤ 22.857142857142858, so the greatest integer possible is 22.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q09,Mock B,Harder,0,0.455,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M2-Q10,sat_mock_exam_2,Math,M2,Harder,10,86,Medium,Student-Produced Response,"For f(x) = (x - 2)² - 6, the graph of y = f(x) has a minimum point. What is the y-coordinate of that point?
Enter your answer.",-6,,Advanced Math,Nonlinear Functions,分析二次与指数函数特征,"Because the squared term is nonnegative and its coefficient is positive, the minimum occurs at x = 2 and equals -6.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q10,Mock B,Harder,0.087,0.429,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M2-Q11,sat_mock_exam_2,Math,M2,Harder,11,87,Hard,Multiple Choice,"x² - 3x - 28 = 0
What is the positive solution to the equation?
A) -4
B) 4
C) 8
D) 7",D,,Advanced Math,Nonlinear Equations in One Variable,求解二次及其他非线性方程,"The quadratic factors as (x - 7)(x + 4) = 0, so the positive solution is 7.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q11,Mock B,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M2-Q12,sat_mock_exam_2,Math,M2,Harder,12,88,Hard,Multiple Choice,"Two independent random samples from the same population produce similar sample means. Sample A contains 175 observations, and sample B contains 700 observations. The same method is used to construct both confidence intervals. Which statement is most likely true?
A) The interval based on sample B has a smaller margin of error.
B) The interval based on sample A has a smaller margin of error.
C) Both intervals must have exactly the same margin of error.
D) The larger sample makes the estimate systematically biased.",A,,Problem-Solving and Data Analysis,Inference from Sample Statistics and Margin of Error,样本估计与误差范围,A larger random sample generally reduces sampling variability and therefore the margin of error.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q12,Mock B,Harder,0,0.556,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M2-Q13,sat_mock_exam_2,Math,M2,Harder,13,89,Hard,Student-Produced Response,"A club can spend at most $600. It pays a fixed reservation fee of $75 and $24 for each participant. What is the greatest possible number of participants?
Enter your answer.",21,,Algebra,Linear Inequalities in One or Two Variables,建立并解释线性约束,"The constraint is 75 + 24n ≤ 600. Thus n ≤ 21.875, so the greatest integer possible is 21.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q13,Mock B,Harder,0,0.4,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_2-MATH-M2-Q14,sat_mock_exam_2,Math,M2,Harder,14,90,Hard,Multiple Choice,"An exponential function has the form P(t) = a(b)^t. If P(0) = 6 and P(2) = 96, what is the positive value of b?
A) 16
B) 4
C) 6
D) 5",B,,Advanced Math,Nonlinear Functions,分析二次与指数函数特征,"P(0) = a, so a = 6. Then 6b² = 96, giving b² = 16 and positive b = 4.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-B-MATH-M2H-Q14,Mock B,Harder,0,0.5,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
