questionId,questionText,answer,pictureKey,section,contentDomain,officialSkill,teachingTopic,explanation,difficulty,sourceType,sourceUrl
SAT-ORG-GAP-0196,"The amount y, in liters, in a tank x minutes after a pump starts is y = 10x + 40. What does 40 represent?
A) The pump adds 40 liters per minute.
B) The tank is empty after 40 minutes.
C) The pump adds 50 liters per minute.
D) The tank contained 40 liters when the pump started.",D,,Math,Algebra,Linear Equations in Two Variables,理解斜率、截距和坐标点的意义,D is correct. The y-intercept is the amount present when x equals zero.,Easy,Original-GapFill,
SAT-ORG-GAP-0197,"A delivery service models the total charge y, in dollars, for a trip of x miles by y = 3x + 42. What does 3 represent in this context?
A) The charge increases by $3 for each additional mile.
B) The initial charge is $3.
C) The trip is always 3 miles long.
D) The total charge is $42 per mile.",A,,Math,Algebra,Linear Equations in Two Variables,理解斜率、截距和坐标点的意义,A is correct. The coefficient of x is the rate of change in charge per mile.,Medium,Original-GapFill,
SAT-ORG-GAP-0198,"The amount y, in liters, in a tank x minutes after a pump starts is y = 4x + 44. What does 44 represent?
A) The pump adds 44 liters per minute.
B) The tank contained 44 liters when the pump started.
C) The tank is empty after 44 minutes.
D) The pump adds 48 liters per minute.",B,,Math,Algebra,Linear Equations in Two Variables,理解斜率、截距和坐标点的意义,B is correct. The y-intercept is the amount present when x equals zero.,Hard,Original-GapFill,
SAT-QB-023c0a8d,"For the function f, if f =x - 6 for all values of x, what is the value of f(6)?
A) -6
B) -4
C) 0
D) S 2",B,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-042aa429,"If f(x) =x+7 and g(x) = 7x, what is the value of 4f (2) - 9(2)?
A) -5
B) 1
C) 22
D) 28",C,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-06fc1726,"If f is the function defined by f(x) = 2X-1 what is the value of f(5)? 4
A) З 7 В. 3
C) 3
D) 9",C,https://img.justsolvely.com/followUpImage/8f355158-8b7d-4d47-877a-ba3766e3a473-1786365925657-721.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-0b0fa68b,"For the function f. f(x) = x - 8 for all values of x, where c is a positive constant. If f(2) = 35, what is the value of c?",2/43,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-12983c1e,"Some values of the linear function f are shown in the table above. Which of the following defines f?
A) f(x) = 2x +3
B) f(x) = 3x +2
C) F(x) = 4x +1
D) F(x) = 5x",C,https://img.justsolvely.com/followUpImage/83e3b57f-b257-479a-a607-6eb9f837a8a4-1786365925839-804.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-13909d78,"The function fis defined by the equation f(x) = 100x + 2. What is the value of f(x) when x = 9?
A) 111
B) 118
C) 900
D) 902",D,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-1993561d,"For the linear function f, the graph of y = f(x) in the xy-plane has a slope of and passes through the point (0, 5). Which equation defines f?
A) f(x) =≥x+5
B) f(x) = 1x +1
C) f(x) = 1x - 5
D) f(x) = _x-5",A,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-23dedddd,"In the linear function f, f(0) = 8 and f(1) = 12. Which equation defines f?
A) f(x) = 12x +8
B) J(x) = 4x
C) f(x) = 4x +12
D) f(x) = 4x +8",D,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-271f7e3f,"(x +7) F(x) = 4 For the function f defined above, what is the value of f (9) - F(1)?
A) 1
B) 2
C) 4 9
D) 4",B,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-295a41f0,"The graph of y = f(x) - 11 is shown. y 5. 4- 3- 2- 1- -4 -3 -2 -1 1 2 4 -1- -2- -4 -5 t-6- Which equation defines the linear function f?
A) f(x) = -13x -11
B) f(x) = -2x + 7
C) f(x) = -13x + 7
D) f(x) =-2x - 11",B,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-2eef7e61,"The graph of the function f is a line in the xy-plane. If the line has slope 4 and f(0) = 3, which of the following defines f? A F(x) =3x-3
B) Г(x) = 3 - X + 5
C) f(x) = 4x-3
D) f(x) = 4x +3",B,https://img.justsolvely.com/followUpImage/bd50d779-bb87-4a14-b186-3e7f9c4652a8-1786365927806-463.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-2f34cd1c,"The function f(x) = 55.20 - 0.16x gives the estimated surface water temperature f(x), in degrees Celsius, of a body of water on the xth day of the year, where 220 ≤ x ≤ 360. Based on the model, what is the estimated surface water temperature, in degrees Celsius, of this body of water on the 326th day of the year?
A) 55.20
B) 3.04
C) -0.16
D) -52.16",B,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-4702da8f,"The function f is defined by f(x) = 80 - 6x. What is the value of f(7)?
A) 13
B) 38
C) 74
D) 81",B,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-50f4cb9c,"For the linear function f, the table shows three values of x and their corresponding values of f(x). Function f is defined by f(x) = ax + b, where a and b are constants. What is the value of a -b?
A) -64
B) 62
C) 128
D) 192",D,https://img.justsolvely.com/followUpImage/6a8f40b0-e043-4f6a-b6e9-13ca1bea316e-1786365933100-985.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-5cf1bbc9,"500 450 400 350 300 250 200- 150 100 € 50- 5 6 7 8 910x 1 2 3 4 The graph of the function f, where y = f(x), gives the total cost y, in dollars, for a certain video game system and x games. What is the best interpretation of the slope of the graph in this context?
A) Each game costs $25.
B) The video game system costs $100.
C) The video game system costs $25.
D) Each game costs $100.",A,https://img.justsolvely.com/followUpImage/39be7f72-9d74-481d-af1e-0b3ee80e8c27-1786365929646-625.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-78391fcc,"The table above shows some values of x and their corresponding values f(x) for the linear function f. What is the x-intercept of the graph of y = f(x) in the xy-plane?
A) (-3,0)
B) (-4,0)
C) (-9,0)
D) (- 12,0)",B,https://img.justsolvely.com/followUpImage/e7e0184a-04a1-43eb-96ef-d5fcc7a8e820-1786365932054-320.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-7b17f86a,f(x) =x+% The function fis defined by the given equation. What is the value of f(x) whenx=1?,1,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-7e3f8363,"In the xy-plane, the graph of the linear function f contains the points (0, 3) and (7, 31). Which equation defines f, where y = f(x)?
A) f(x) = 28x + 34
B) f(x) = 3x + 38
C) f(x) = 4x +3
D) f(x) = 7x +3",C,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-7fac16fb,The function f is defined by f(x) = 7x + 55. What is the value of f(20)?,69,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-8a6de407,"The function f is defined by f(x) = mx + b, where m and b are constants. If F(O) = 18 and f(1) = 20, what is the value of m?",2,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-97eab129,"The buildings of a shopping center are designed to allow water to drain from the roof into gutters on the sides of the buildings. The table shows the relationship between the area x, in square feet, of a roof and the amount of water f(x), in gallons, drained from the roof into the gutters over a certain period of time. Which equation could define f?
A) f(x) = 0.6x
B) f(x) = 1.8x
C) f(x) = 2,268x
D) f(x) = 4,536x",B,https://img.justsolvely.com/followUpImage/be56464e-cac5-48bf-b21b-46ab77062889-1786365929424-690.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-a775af14,"In the xy-plane, the graph of the linear function f contains the points (0, 2) and (8, 34). Which equation defines f, where y = f(x)?
A) f(x) = 2x + 42
B) f(x) = 32x + 36
C) f(x) = 4x +2
D) f(x) = 8x + 2",C,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-a9039591,"For the linear function f, the table shows three values of x and their corresponding values of f(x). Which equation defines f(x)?
A) f(x) = 3x + 29
B) f(x) = 29x + 32
C) f(x) = 35x + 29
D) f(x) = 32x + 35",A,https://img.justsolvely.com/followUpImage/0578a667-6d24-4a42-9438-7c8a0c3908c3-1786365929174-155.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-a91a2b75,The function f is defined by f(x) = -9x + 9. What is the y-coordinate of the y-intercept of the graph of y = f(x) in the xy-plane?,9,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-abcd0008,"f(x) = 6d(20x + 21) + 17 Which of the following represents the x-intercept of the graph of y = f(x) + 9 in the xy- plane, where d is a constant? A (=126d - 26 -,0) 120d (9 - 1260 + 17 120d, 0) © (- 1202+9, 0) (126d + 26, 0)",A,https://img.justsolvely.com/followUpImage/b1512cdd-f27c-4fb1-af68-38505404b26d-1786365933251-826.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-b51c173d,"For the linear function f, the graph of y = f(x) in the xy-plane has a slope of of and has a y-intercept at at - 5). Which equation defines f?
A) f(x) = 1x - 5
B) f(x) = -1x-5
C) f(x) =-2x - 5
D) f(x) = 2x - 5",D,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-b988eeec,"The functions f and g are defined as f(x) = x - 9 and g(x) = jx + 21. If the function h is defined as h (x) = f(x) + g(x), what is the x-coordinate of the x-intercept of the graph of y = h (x) in the xy-plane?",-12,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-bbf9e5ce,"For groups of 25 or more people, a museum charges $21 per person for the first 25 people and $14 for each additional person. Which function f gives the total charge, in dollars, for a tour group with n people, where n ≥ 25?
A) f(n) = 14n + 175
B) f(n) = 14n + 525
C) f(n) = 35n - 350
D) f(n) = 14n + 21",A,https://img.justsolvely.com/followUpImage/ef21d3cc-1e4d-4148-a9ac-e4dd42755d02-1786365933265-820.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-c22b5f25,"In the xy-plane, the points (-2,3) and (4, - 5) lie on the graph of which of the following linear functions?
A) f(x) =x+5
B) F(x) ==x+4
C) F(x) =-5x+. 1 3
D) f(x)=-≥*+1",C,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-c651cc56,"Some values of the linear function f are shown in the table above. What is the value of f(3)?
A) 6
B) 7
C) 8
D) 9",B,https://img.justsolvely.com/followUpImage/6ee6f559-b507-46b0-943f-5eb79f3483cf-1786365929822-657.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-d11910d6,"1 -8 -4 -2 8 +-1- + The graph of the linear function f is shown. What is the y-intercept of the graph of y = f(x)?
A) (- 5, 0)
B) (2,0)
C) (0,2)
D) (0, - 5)",C,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-fe287f7e,"To repair a refrigerator, a technician charges $60 per hour for labor plus $120 for parts. Which function f represents the total amount, in dollars, the technician will charge for this job if it takes x hours?
A) f(x) = x + 120
B) f(x) = 60x
C) f(x) = 60x + 120
D) f(x) = 60x - 120",C,https://img.justsolvely.com/followUpImage/117651fe-2901-4fad-ae25-04d82bcb8d2f-1786365929070-457.webp,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-fe6f9678,"For the linear function f, f(0) = 17 and f(1) = 17. Which equation defines f?
A) f(x) = 17
B) f(x) = 1
C) f(x) = 17
D) f(x) = 34",C,,Math,Algebra,Linear Functions,函数表示法、定义域和值域,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-113b938e,"y =18-5x The equation above represents the speed y, in feet per second, of Sheila's bicycle x seconds after she applied the brakes at the end of a ride. If the equation is graphed in the xy-plane, which of the following is the best interpretation of the x-coordinate of the line's x-intercept in the context of the problem?
A) The speed of Sheila's bicycle, in feet per second, before Sheila applied the brakes
B) The number of feet per second the speed of Sheila's bicycle decreased each second after Sheila applied the brakes
C) The number of seconds it took from the time Sheila began applying the brakes until the bicycle came to a complete stop
D) The number of feet Sheila's bicycle traveled from the time she began applying the brakes until the bicycle came to a complete stop",C,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-13294295,"The graph shown models the number of candy bars a certain machine wraps with a label in x seconds. Number of candy bars wrapped Time (seconds) According to the graph, what is the estimated number of candy bars the machine wraps with a label per second?
A) 2
B) 40
C) 78
D) 80",B,https://img.justsolvely.com/followUpImage/6969f0a7-2fa4-49a9-b2b4-1d3ea372dd3a-1786365925996-127.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-16889ef3,"Oil and gas production in a certain area dropped from 4 million barrels in 2000 to 1.9 million barrels in 2013. Assuming that the oil and gas production decreased at a constant rate, which of the following linear functions f best models the production, in millions of barrels, t years after the year 2000? 21 f(t) =- -t+4
A) 130 19 f(t) = 130 t+4
B) 21
C) f(t) = - -t+ 4 130 19 o. f(t) =- - t+4 130",C,https://img.justsolvely.com/followUpImage/f10ab638-0ac9-4489-88b1-e79295b78fe1-1786365932023-423.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-1c29bfd1,"The pressure exerted on a scuba diver at sea level is 14.70 pounds per square inch (psi). For each foot the scuba diver descends below sea level, the pressure exerted on the scuba diver increases by 0.44 psi. What is the total pressure, in psi, exerted on the scuba diver at 105 feet below sea level?
A) 60.90
B) 31.50
C) 14.70
D) 0.44",A,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-1ecaa9c0,"Robert rented a truck to transport materials he purchased from a hardware store. He was charged an initial fee of $20.00 plus an additional $0.70 per mile driven. If the truck was driven 38 miles, what was the total amount Robert was charged?
A) $46.60
B) $52.90
C) $66.90
D) $86.50",A,https://img.justsolvely.com/followUpImage/f1fcb67f-af89-4cc6-83d5-21c210d3778b-1786365927883-411.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-27198699,"As part of a science project on evaporation, Amaya measured the height of a liquid in a container over a period of time. The function f(x) = 33 - 0.18x gives the estimated height, in centimeters (cm), of the liquid in the container x days after the start of the project. Which of the following is the best interpretation of 33 in this context?
A) The estimated height, in cm, of the liquid at the start of the project
B) The estimated height, in cm, of the liquid at the end of the project
C) The estimated change in the height, in cm, of the liquid each day
D) The estimated number of days for all of the liquid to evaporate",A,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-2b15d65f,"An economist modeled the demand Q for a certain product as a linear function of the selling price P. The demand was 20,000 units when the selling price was $40 per unit, and the demand was 15,000 units when the selling price was $60 per unit. Based on the model, what is the demand, in units, when the selling price is $55 per unit?
A) 16,250
B) 16,500
C) 16,750
D) 17,500",A,https://img.justsolvely.com/followUpImage/e14347c4-0f36-4145-8dc1-226fcdf1a423-1786365931676-783.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-3462d850,"Marisol drove 3 hours from City A to City
B) The equation below estimates the distance d, in miles, Marisol traveled after driving for t hours. d=45t Which of the following does 45 represent in the equation?
A) Marisol took 45 trips from City A to City
B) B. The distance between City A and City B is 45 miles.
C) Marisol drove at an average speed of about 45 miles per hour.
D) It took Marisol 45 hours to drive from City A to City
B)",C,https://img.justsolvely.com/followUpImage/ac33efd4-de80-49f5-ab55-ba6a2e9cf4bd-1786365926527-680.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-620fe971,"A team of workers has been moving cargo off of a ship. The equation below models the approximate number of tons of cargo, y, that remains to be moved x hours after the team started working. y = 120-25x The graph of this equation in the xy-plane is a line. What is the best interpretation of the x-intercept in this context?
A) The team will have moved all the cargo in about 4.8 hours.
B) The team has been moving about 4.8 tons of carao per hour.
C) The team has been moving about 25 tons of cargo per hour.
D) The team started with 120 tons of cargo to move.",A,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-6863c7ce,"d= 16t The given equation represents the distance d, in inches, where t represents the number of seconds since an object started moving. Which of the following is the best interpretation of 16 in this context?
A) The object moved a total of 16 inches.
B) The object moved a total of 16t inches.
C) The object is moving at a rate of 16 inches per second.
D) The object is moving at a rate of 1 inches per second. 16",C,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-6989c80a,"F(x) = § (x - 273.15) + 32 The function F gives the temperature, in degrees Fahrenheit, that corresponds to a temperature of a kelvins. If a temperature increased by 2.10 kelvins, by how much did the temperature increase, in degrees Fahrenheit?
A) 3.78
B) 35.78
C) 487.89
D) 519.89",A,https://img.justsolvely.com/followUpImage/0cbb9f72-a495-40a7-8cb7-4c6f61537e5a-1786365932078-225.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-84664a7c,"The front of a roller-coaster car is at the bottom of a hill and is 15 feet above the ground. If the front of the roller-coaster car rises at a constant rate of 8 feet per second, which of the following equations gives the height h, in feet, of the front of the roller-coaster car s seconds after it starts up the hill?
A) h= 8s + 15 335 h= 15s +:
B) 8 335 h = 8s + -
C) 15
D) h= 15s +8",A,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-868fc236,"The table above gives the typical amounts of energy per gram, expressed in both food calories and kilojoules, of the three macronutrients in food. If x food calories is equivalent to k kilojoules, of the following, which best represents the relationship between x and k?
A) k = 0.24x
B) k=4.2x
C) x = 4.2k
D) xk = 4.2",B,https://img.justsolvely.com/followUpImage/28024e7e-40ea-4f8a-9a96-1067e002f8d3-1786365930467-383.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-9d9fe1e6,"In science class, Diego conducted an experiment to learn about evaporation. Diego measured the height of fluid in a beaker over a period of time. The function f(x) = 39 - 0.18x gives the estimated height, in centimeters (cm), of the fluid in the beaker x days after the start of the experiment. Which of the following is the best interpretation of 39 in this context?
A) The estimated height, in cm, of the fluid at the start of the experiment
B) The estimated height, in cm, of the fluid at the end of the experiment
C) The estimated change in the height, in cm, of the fluid each day
D) The estimated number of days for all the fluid to evaporate",A,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-a04050d8,"The table above gives the typical amounts of energy per gram, expressed in both food calories and kilojoules, of the three macronutrients in food. If the 180 food calories in a granola bar come entirely from p grams of protein, f grams of fat, and c grams of carbohydrate, which of the following expresses f in terms of p and c? Af=20 + =(0+c)
B) 1= 20- -(p +
C) c.f =20-- - (p-
C) 9
D) f=20 + - (p +
C) 4",B,https://img.justsolvely.com/followUpImage/8b831c1e-2b21-4799-b67f-1695cda24a87-1786365932335-836.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-a396ed75,"For a training program, Juan rides his bike at an average rate of 5.7 minutes per mile. Which function m models the number of minutes it will take Juan to ride x miles at this rate?
A) m (x) = *
B) m (x) = x + 5.7
C) m (x) = x - 5.7
D) m(x) = 5.7x",D,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-af2ba762,"According to data provided by the US Department of Energy, the average price per gallon of regular gasoline in the United States from September 1, 2014, to December 1, 2014, is modeled by the function Fdefined below, where F(x) is the average price per gallon x months after September 1. F(x) = 2.74 - 0.19(x-3) The constant 2.74 in this function estimates which of the following?
A) The average monthly decrease in the price per gallon
B) The difference in the average price per gallon from September 1, 2014, to December 1, 2014
C) The average price per gallon on September 1, 2014
D) The average price per gallon on December 1, 2014",D,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-b3abf40f,"F(x) = § (x - 273.15) + 32 The function F gives the temperature, in degrees Fahrenheit, that corresponds to a temperature of x kelvins. If a temperature increased by 9.10 kelvins, by how much did the temperature increase, in degrees Fahrenheit?
A) 16.38
B) 48.38
C) 475.29
D) 507.29",A,https://img.justsolvely.com/followUpImage/19ba94a5-6639-4052-af5f-f879c8b1850b-1786365933259-281.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-cee5b352,"The length, y, of a white whale was 162 centimeters (cm) when it was born and increased an average of 4.8 cm per month for the first 12 months after it was born. Which equation best represents this situation, where x is the number of months after the whale was born and y is the length, in cm, of the whale?
A) y = 162x В. y = 162x + 162
C) y = 4.8x + 4.8
D) y = 4.8x + 162",D,https://img.justsolvely.com/followUpImage/9622f9f6-da39-47e7-af8d-7d9ef941a561-1786365927432-798.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-daad7c32,"An object hangs from a spring. The formula = 30 + 2w relates the length e, in centimeters, of the spring to the weight w, in newtons, of the object. Which of the following describes the meaning of the 2 in this context?
A) The length, in centimeters, of the spring with no weight attached
B) The weight, in newtons, of an object that will stretch the spring 30 centimeters
C) The increase in the weight, in newtons, of the object for each one-centimeter increase in the length of the spring
D) The increase in the length, in centimeters, of the spring for each one-newton increase in the weight of the object",D,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-de6fe450,"On January 1, 2015, a city's minimum hourly wage was $9.25. It will increase by $0.50 on the first day of the year for the next 5 years. Which of the following functions best models the minimum hourly wage, in dollars, x years after January 1, 2015, where x = 1, 2, 3, 4, 5?
A) f(x) = 9.25-0.50x
B) f(x) = 9.25x - 0.50
C) f(x) = 9.25 + 0.50x
D) f(x) = 9.25x + 0.50",C,https://img.justsolvely.com/followUpImage/7a031b9a-039d-43bf-b4fb-9828604ba757-1786365926986-669.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-f0773a55,"• X The graph represents the total charge, in dollars, by an electrician for x hours of work. The electrician charges a onetime fee plus an hourly rate. What is the best interpretation of the slope of the graph?
A) The electrician's hourly rate
B) The electrician's onetime fee
C) The maximum amount that the electrician charges
D) The total amount that the electrician charges",A,https://img.justsolvely.com/followUpImage/10210a1d-77e9-4420-a6e8-3a24905f4a16-1786365931033-580.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-PT06-MATH-M2-Q04,"The graph of function f is shown, where y = f (x). Which of the following describes function f? 
A) Increasing linear 
B) Decreasing linear 
C) Increasing exponential 
D) Decreasing exponential",A,https://img.justsolvely.com/followUpImage/88cbdca3-76a5-4198-b54d-2f219b56023a-1786363325336-934.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Practice-Test,
