examQuestionId,examId,section,module,route,questionNumber,examSequence,difficulty,responseType,questionText,answer,pictureKey,contentDomain,officialSkill,teachingTopic,answerExplanation,distractorRationale,passageWordCount,estimatedTimeSeconds,autoQAScore,reviewStatus,originalQuestionId,originalMockExam,originalRoute,sourceSimilarityMax,internalSimilarityMax,qaAnswerCheck,qaBlueprintMatch,sourceOutlineUrl,authoringNote
SAT_MOCK_EXAM_1-MATH-M1-Q04,sat_mock_exam_1,Math,M1,Common,4,58,Easy,Student-Produced Response,"A club can spend at most $420. It pays a fixed reservation fee of $60 and $12 for each participant. What is the greatest possible number of participants?
Enter your answer.",30,,Algebra,Linear Inequalities in One or Two Variables,建立并解释线性约束,"The constraint is 60 + 12n ≤ 420. Thus n ≤ 30, so the greatest integer possible is 30.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q04,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q05,sat_mock_exam_1,Math,M1,Common,5,59,Easy,Multiple Choice,"The data set is 8, 10, 11, 13. What is the mean of the data set?
A) 10
B) 11.5
C) 9.5
D) 10.5",D,,Problem-Solving and Data Analysis,One-Variable Data,均值、中位数与离散程度,The sum is 42; dividing by 4 gives 10.5.,"The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q05,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q06,sat_mock_exam_1,Math,M1,Common,6,60,Easy,Multiple Choice,"For f(x) = (x - 2)² - 3, the graph of y = f(x) has a minimum point. What is the y-coordinate of that point?
A) -3
B) 2
C) 3
D) 1",A,,Advanced Math,Nonlinear Functions,分析二次与指数函数特征,"Because the squared term is nonnegative and its coefficient is positive, the minimum occurs at x = 2 and equals -3.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q06,Mock A,Common,0.1,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q07,sat_mock_exam_1,Math,M1,Common,7,61,Medium,Multiple Choice,"x + y = 5
x - y = -1
The solution to the system is (x, y). What is the value of x?
A) 3
B) 2
C) 5
D) 1",B,,Algebra,Systems of Two Linear Equations in Two Variables,代入法与消元法求解方程组,"Adding the equations gives 2x = 4, so x = 2; substituting gives y = 3.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q07,Mock A,Common,0.4,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q08,sat_mock_exam_1,Math,M1,Common,8,62,Medium,Student-Produced Response,"A population is modeled by P(t) = 6(3)^t. What is P(4)?
Enter your answer.",486,,Advanced Math,Nonlinear Functions,分析二次与指数函数特征,Substituting t = 4 gives 6(3)^4 = 486.,Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q08,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q09,sat_mock_exam_1,Math,M1,Common,9,63,Medium,Multiple Choice,"3x + 5 = 17
What is the value of x?
A) 3
B) 5
C) 4
D) 12",C,,Algebra,Linear Equations in One Variable,解一元一次方程和线性情境模型,Subtracting 5 and dividing by 3 gives x = 4.,"The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q09,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q10,sat_mock_exam_1,Math,M1,Common,10,64,Medium,Multiple Choice,"Which equation defines line ℓ shown in the xy-plane?
A) y = 2x + 3
B) y = -2x - 3
C) y = -0.5x + 3
D) y = -2x + 3",D,https://img.justsolvely.com/followUpImage/77d3919b-5c3f-4433-b7de-7eb4a2a5fe3d-1786419919888-480.webp,Algebra,Linear Equations in Two Variables,根据条件建立直线方程,"The graph has slope -2 and y-intercept 3, so its equation is y = -2x + 3.","The distractors reverse the slope, reverse the intercept, or use the reciprocal slope.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q10,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_1-MATH-M1-Q11,sat_mock_exam_1,Math,M1,Common,11,65,Medium,Multiple Choice,"x² + x - 12 = 0
What is the positive solution to the equation?
A) 3
B) -4
C) 4
D) 2",A,,Advanced Math,Nonlinear Equations in One Variable,求解二次及其他非线性方程,"The quadratic factors as (x - 3)(x + 4) = 0, so the positive solution is 3.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q11,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q12,sat_mock_exam_1,Math,M1,Common,12,66,Medium,Student-Produced Response,"A right triangle has legs of lengths 3 and 4. What is the length of its hypotenuse?
Enter your answer.",5,,Geometry and Trigonometry,Right Triangles and Trigonometry,直角三角形与三角函数,"By the Pythagorean theorem, c = √(3² + 4²) = 5.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q12,Mock A,Common,0.025,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q13,sat_mock_exam_1,Math,M1,Common,13,67,Medium,Multiple Choice,"The graph shows a circle in the xy-plane. Which equation defines the circle?
A) (x + 2)² + (y - 1)² = 9
B) (x - 2)² + (y + 1)² = 9
C) (x - 2)² + (y + 1)² = 3
D) (x + 1)² + (y - 2)² = 9",B,https://img.justsolvely.com/followUpImage/b0c50dc0-a6af-48cc-b90f-1ddbedeffe49-1786419921640-113.webp,Geometry and Trigonometry,Circles,圆的度量与圆方程,"A circle with center (2, -1) and radius 3 has equation (x - 2)² + (y + 1)² = 9.","The distractors reverse coordinate signs, use r instead of r², or interchange the center coordinates.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q13,Mock A,Common,0.08,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_1-MATH-M1-Q14,sat_mock_exam_1,Math,M1,Common,14,68,Medium,Student-Produced Response,"The expression x² + 5x + 6 is equivalent to (x + a)(x + b), where a and b are positive integers. What is the value of a + b?",5,,Advanced Math,Equivalent Expressions,展开、合并与因式分解,"Two positive integers with product 6 and sum 5 are 2 and 3, so a + b = 5.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q14,Mock A,Common,0.1,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q15,sat_mock_exam_1,Math,M1,Common,15,69,Medium,Multiple Choice,"Researchers want to determine whether a new tutoring method causes higher algebra scores. They randomly assign 180 volunteer students to either the new method or the standard method and use the same final assessment for both groups. Which conclusion is best supported if the new-method group scores significantly higher?
A) The method will cause the same improvement for every student in the country.
B) The method and scores are associated, but random assignment provides no evidence about causation.
C) For students like those who volunteered, the tutoring method likely caused the difference in scores.
D) The standard method necessarily lowers scores below what students would earn with no tutoring.",C,,Problem-Solving and Data Analysis,Evaluating Statistical Claims,实验设计、抽样与因果推断,"Random assignment supports a causal conclusion for participants like those in the study, but volunteer sampling limits broad generalization.","The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q15,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q16,sat_mock_exam_1,Math,M1,Common,16,70,Medium,Multiple Choice,"A tank initially contains 18 liters of water. Water is added at a constant rate of 4 liters per minute. How many liters of water are in the tank after 4 minutes?
A) 22
B) 16
C) 30
D) 34",D,,Algebra,Linear Functions,解释变化率与初始值,"The linear model is V = 18 + 4t. At t = 4, V = 34.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q16,Mock A,Common,0.016,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q17,sat_mock_exam_1,Math,M1,Common,17,71,Hard,Multiple Choice,"Which expression is equivalent to 2x² + 13x + 15?
A) (2x + 3)(x + 5)
B) (2x - 3)(x - 5)
C) (2x + 3)(x - 5)
D) (x + 3)(x + 10)",A,,Advanced Math,Equivalent Expressions,展开、合并与因式分解,Expanding (2x + 3)(x + 5) gives 2x² + 13x + 15.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q17,Mock A,Common,0.167,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q18,sat_mock_exam_1,Math,M1,Common,18,72,Hard,Multiple Choice,"The dimensions of a right circular cylinder are shown. What is the volume of the cylinder, in cubic units?
A) 42π
B) 63π
C) 60π
D) 21π",B,https://img.justsolvely.com/followUpImage/ccc91c9f-3b90-467f-b15a-d8e822d07a95-1786419923214-716.webp,Geometry and Trigonometry,Area and Volume,面积、表面积与体积,The volume is πr²h = π(3)²(7) = 63π cubic units.,The distractors use a surface-area expression or omit one factor of the radius.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q18,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_1-MATH-M1-Q19,sat_mock_exam_1,Math,M1,Common,19,73,Hard,Student-Produced Response,"x + y = 9
x - y = -3
The solution to the system is (x, y). What is the value of 2x + y?
Enter your answer.",12,,Algebra,Systems of Two Linear Equations in Two Variables,代入法与消元法求解方程组,"Adding the equations gives 2x = 6, so x = 3; substituting gives y = 6 and 2x + y = 12.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q19,Mock A,Common,0.308,0.211,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q20,sat_mock_exam_1,Math,M1,Common,20,74,Hard,Multiple Choice,"A pump transfers water at a constant rate of 12 liters per minute. How many liters does it transfer in 3 hours?
A) 36
B) 720
C) 2160
D) 2148",C,,Problem-Solving and Data Analysis,"Ratios, Rates, Proportional Relationships, and Units",比率、单位率与单位换算,"Convert 3 hours to 180 minutes, then multiply: 12 × 180 = 2160 liters.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q20,Mock A,Common,0.019,0.07,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q21,sat_mock_exam_1,Math,M1,Common,21,75,Hard,Multiple Choice,"Line k passes through (3, 1) and is perpendicular to the line y = -1x + 7. Which equation defines line k?
A) y = -x + 4
B) y = x + 2
C) y = -x - 2
D) y = x - 2",D,,Algebra,Linear Equations in Two Variables,根据条件建立直线方程,The perpendicular slope is 1; using the given point gives y-intercept -2.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q21,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M1-Q22,sat_mock_exam_1,Math,M1,Common,22,76,Hard,Multiple Choice,"y = x² + 2
y = 3x + 2
A solution to the system has x > 0. What is the y-coordinate of that solution?
A) 11
B) 3
C) 9
D) 12",A,,Advanced Math,Systems of Equations in Two Variables,求一次与非线性函数交点,"Equating the expressions gives x² = 3x, so the positive x-value is 3. Then y = 3² + 2 = 11.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M1-Q22,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q01,sat_mock_exam_1,Math,M2,Harder,1,77,Easy,Multiple Choice,"5x + 7 = 37
What is the value of x?
A) 6
B) 5
C) 7
D) 30",A,,Algebra,Linear Equations in One Variable,解一元一次方程和线性情境模型,Subtracting 7 and dividing by 5 gives x = 6.,"The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q01,Mock A,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q02,sat_mock_exam_1,Math,M2,Harder,2,78,Easy,Multiple Choice,"The dimensions of a rectangular prism are shown. What is the volume of the prism, in cubic units?
A) 158
B) 120
C) 43
D) 16",B,https://img.justsolvely.com/followUpImage/c0cf0647-39ae-4e62-8e33-c62f6c8e559b-1786419929372-342.webp,Geometry and Trigonometry,Area and Volume,面积、表面积与体积,The volume is length × width × height = 8 × 5 × 3 = 120.,The distractors calculate surface area or combine the dimensions additively.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q02,Mock A,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_1-MATH-M2-Q03,sat_mock_exam_1,Math,M2,Harder,3,79,Medium,Student-Produced Response,"Line k in the xy-plane passes through (5, 11) and has slope 1. What is the y-coordinate of the point where line k crosses the y-axis?",6,,Algebra,Linear Equations in Two Variables,根据条件建立直线方程,"Using y = mx + b with (5, 11) gives 11 = 1(5) + b, so b = 6.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q03,Mock A,Harder,0.083,0.25,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q04,sat_mock_exam_1,Math,M2,Harder,4,80,Medium,Multiple Choice,"x² + x - 42 = 0
What is the positive solution to the equation?
A) -7
B) 7
C) 6
D) 5",C,,Advanced Math,Nonlinear Equations in One Variable,求解二次及其他非线性方程,"The quadratic factors as (x - 6)(x + 7) = 0, so the positive solution is 6.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q04,Mock A,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q05,sat_mock_exam_1,Math,M2,Harder,5,81,Medium,Multiple Choice,"In the right triangle shown, what is cos θ?
A) 12/13
B) 5/12
C) 13/5
D) 5/13",D,https://img.justsolvely.com/followUpImage/4206599b-2b6c-4738-bc8d-6cf8f19c77c8-1786419930888-447.webp,Geometry and Trigonometry,Right Triangles and Trigonometry,直角三角形与三角函数,"Cosine is adjacent over hypotenuse, so cos θ = 5/13 = 5/13.","The distractors use sine, compare the two legs, or invert the cosine ratio.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q05,Mock A,Harder,0.111,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_1-MATH-M2-Q06,sat_mock_exam_1,Math,M2,Harder,6,82,Medium,Student-Produced Response,"The expression x² + 10x + 24 is equivalent to (x + a)(x + b), where a and b are positive integers. What is the value of a + b?",10,,Advanced Math,Equivalent Expressions,展开、合并与因式分解,"Two positive integers with product 24 and sum 10 are 6 and 4, so a + b = 10.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q06,Mock A,Harder,0.1,0.5,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q07,sat_mock_exam_1,Math,M2,Harder,7,83,Medium,Multiple Choice,"The scatterplot shows data and a line of best fit. Which choice best interprets the slope of the line of best fit?
A) For each additional unit of x, the predicted value of y decreases by about 1.5.
B) The predicted value of y when x is 0 is 1.5.
C) For each additional unit of y, x changes by about 42.
D) All data points lie exactly on the line of best fit.",A,https://img.justsolvely.com/followUpImage/28b5e5c4-d4ed-4c3d-bf50-e4005ed32f41-1786419932047-252.webp,Problem-Solving and Data Analysis,Two-Variable Data,散点图与最佳拟合线,"The slope is about -1.5, so the predicted y-value changes by -1.5 for each 1-unit increase in x.","The distractors confuse slope with the intercept, reverse the variables, or treat a best-fit line as an exact fit.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q07,Mock A,Harder,0.034,0.188,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank. Figure rendered deterministically in a monochrome SAT-style format with Python and Matplotlib; no answer choice is color-emphasized.
SAT_MOCK_EXAM_1-MATH-M2-Q08,sat_mock_exam_1,Math,M2,Harder,8,84,Medium,Multiple Choice,"A table classifies workshop participants.
Group | Passed | Did not pass
Blue | 4 | 5
Red | 5 | 6

One participant who passed is selected at random. What is the probability that the participant is in the Blue group?
A) 4/20
B) 4/9
C) 9/20
D) 5/9",B,,Problem-Solving and Data Analysis,Probability and Conditional Probability,简单概率与条件概率,"Among the 9 participants who passed, 4 are in Blue, so the conditional probability is 4/9.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q08,Mock A,Harder,0,0.429,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q09,sat_mock_exam_1,Math,M2,Harder,9,85,Medium,Multiple Choice,"A club can spend at most $600. It pays a fixed reservation fee of $105 and $21 for each participant. What is the greatest possible number of participants?
A) 22
B) 24
C) 23
D) 28",C,,Algebra,Linear Inequalities in One or Two Variables,建立并解释线性约束,"The constraint is 105 + 21n ≤ 600. Thus n ≤ 23.571428571428573, so the greatest integer possible is 23.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q09,Mock A,Harder,0,0.185,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q10,sat_mock_exam_1,Math,M2,Harder,10,86,Medium,Student-Produced Response,"For f(x) = (x - 6)² - 7, the graph of y = f(x) has a minimum point. What is the y-coordinate of that point?
Enter your answer.",-7,,Advanced Math,Nonlinear Functions,分析二次与指数函数特征,"Because the squared term is nonnegative and its coefficient is positive, the minimum occurs at x = 6 and equals -7.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q10,Mock A,Harder,0.087,0.286,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q11,sat_mock_exam_1,Math,M2,Harder,11,87,Hard,Multiple Choice,"x² - 4x - 21 = 0
What is the positive solution to the equation?
A) -3
B) 3
C) 8
D) 7",D,,Advanced Math,Nonlinear Equations in One Variable,求解二次及其他非线性方程,"The quadratic factors as (x - 7)(x + 3) = 0, so the positive solution is 7.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q11,Mock A,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q12,sat_mock_exam_1,Math,M2,Harder,12,88,Hard,Multiple Choice,"Two independent random samples from the same population produce similar sample means. Sample A contains 125 observations, and sample B contains 500 observations. The same method is used to construct both confidence intervals. Which statement is most likely true?
A) The interval based on sample B has a smaller margin of error.
B) The interval based on sample A has a smaller margin of error.
C) Both intervals must have exactly the same margin of error.
D) The larger sample makes the estimate systematically biased.",A,,Problem-Solving and Data Analysis,Inference from Sample Statistics and Margin of Error,样本估计与误差范围,A larger random sample generally reduces sampling variability and therefore the margin of error.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q12,Mock A,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q13,sat_mock_exam_1,Math,M2,Harder,13,89,Hard,Student-Produced Response,"A club can spend at most $660. It pays a fixed reservation fee of $60 and $24 for each participant. What is the greatest possible number of participants?
Enter your answer.",25,,Algebra,Linear Inequalities in One or Two Variables,建立并解释线性约束,"The constraint is 60 + 24n ≤ 660. Thus n ≤ 25, so the greatest integer possible is 25.",Student-produced response; no answer choices are shown.,,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q13,Mock A,Harder,0,0.31,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q14,sat_mock_exam_1,Math,M2,Harder,14,90,Hard,Multiple Choice,"An exponential function has the form P(t) = a(b)^t. If P(0) = 5 and P(2) = 80, what is the positive value of b?
A) 16
B) 4
C) 5
D) 3",B,,Advanced Math,Nonlinear Functions,分析二次与指数函数特征,"P(0) = a, so a = 5. Then 5b² = 80, giving b² = 16 and positive b = 4.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q14,Mock A,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-MATH-M2-Q15,sat_mock_exam_1,Math,M2,Harder,15,91,Hard,Multiple Choice,"x + y = 10
x - y = 2
The solution to the system is (x, y). What is the value of 2x + y?
A) 4
B) 10
C) 16
D) 2",C,,Algebra,Systems of Two Linear Equations in Two Variables,代入法与消元法求解方程组,"Adding the equations gives 2x = 12, so x = 6; substituting gives y = 4 and 2x + y = 16.","The distractors reflect common setup, sign, substitution, or arithmetic errors.",,95,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-MATH-M2H-Q15,Mock A,Harder,0.4,0.25,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
